Date,Open,High,Low,Close,Volume,Adj Close
4/24/2015,141.259995,141.470001,140.979996,141.210007,277500,141.210007
4/23/2015,141.160004,141.279999,140.619995,141.029999,393000,141.029999
4/22/2015,141.470001,141.889999,141.169998,141.660004,163600,141.660004
4/21/2015,141.369995,141.899994,141.279999,141.330002,365800,141.330002
4/20/2015,138.740005,139.339996,138.639999,138.729996,151600,138.729996
4/17/2015,138.990005,139.029999,138,138.429993,253900,138.429993
4/16/2015,139.179993,139.5,138.789993,138.979996,186500,138.979996
4/15/2015,139.229996,139.380005,138.679993,139.080002,177600,139.080002
4/14/2015,138.690002,138.979996,138.130005,138.660004,171600,138.660004
4/13/2015,137.669998,138,137.199997,137.559998,320200,137.559998
4/10/2015,138.710007,139.820007,138.660004,139.649994,320300,139.649994
4/9/2015,139.100006,140.119995,139,139.910004,276700,139.910004
4/8/2015,139.860001,140.369995,139.539993,139.940002,142100,139.940002
4/7/2015,140.100006,140.639999,139.649994,139.720001,260800,139.720001
4/6/2015,140,141.210007,140,140.639999,157800,140.639999
4/2/2015,139.830002,140.899994,139.630005,140.020004,249000,140.020004
4/1/2015,138.330002,138.660004,137.770004,138.479996,358900,138.479996
3/31/2015,140.880005,140.940002,139.710007,139.889999,555100,139.889999
3/30/2015,141.669998,142.940002,141.380005,142.550003,484100,142.550003
3/27/2015,142.339996,142.509995,141.720001,142.399994,238100,142.399994
3/26/2015,143,143.660004,142.710007,143.110001,324400,143.110001
3/25/2015,145.25,145.25,143.779999,143.809998,328600,143.809998
3/24/2015,145.229996,145.229996,144.399994,144.520004,303700,144.520004
3/23/2015,145.330002,145.800003,144.949997,145.320007,480700,145.320007
3/20/2015,142.639999,143.5,142.529999,143.089996,406900,143.089996
3/19/2015,140.139999,140.589996,139.649994,140.100006,310600,140.100006
3/18/2015,139.100006,140.259995,138.490005,140.080002,457900,140.080002
3/17/2015,137.089996,137.369995,136.600006,136.960007,816400,136.960007
3/16/2015,137.360001,138.139999,137.160004,137.520004,271000,137.520004
3/13/2015,135.860001,136.380005,135.460007,136.169998,393200,136.169998
3/12/2015,136.169998,137.669998,136.169998,137.529999,313200,137.529999
3/11/2015,134.199997,134.449997,133.830002,134,222700,134
3/10/2015,134.149994,134.380005,133.600006,133.690002,220900,133.690002
3/9/2015,135.5,135.649994,134.940002,135.389999,174100,135.389999
3/6/2015,135.320007,135.979996,134.699997,134.889999,184700,134.889999
3/5/2015,134.960007,135.419998,134.649994,134.899994,232900,134.899994
3/4/2015,135.399994,135.589996,134.399994,135.520004,205500,135.520004
3/3/2015,135.369995,135.839996,135.070007,135.399994,208000,135.399994
3/2/2015,135.25,136,135.25,135.869995,254500,135.869995
2/27/2015,135.350006,135.800003,135.350006,135.369995,219900,135.369995
2/26/2015,136.880005,137.460007,136.630005,136.800003,258000,136.800003
2/25/2015,136.800003,137.139999,136.389999,136.869995,236800,136.869995
2/24/2015,137.600006,138.699997,137.240005,138.339996,335000,138.339996
2/23/2015,136.899994,137.199997,136.410004,136.979996,199800,136.979996
2/20/2015,135.940002,136.990005,135.860001,136.899994,239800,136.899994
2/19/2015,134.5,135.490005,134.380005,135.279999,218600,135.279999
2/18/2015,133.660004,134.360001,133.649994,134.160004,258400,134.160004
2/17/2015,132,132.690002,132,132.080002,365400,132.080002
2/13/2015,131.990005,132.789993,131.990005,132.490005,301000,132.490005
2/12/2015,131.389999,131.990005,131.199997,131.820007,327600,131.820007
2/11/2015,130.800003,131.25,130.740005,131.020004,449200,131.020004
2/10/2015,129.710007,131.059998,129.710007,130.850006,229100,130.850006
2/9/2015,129.470001,129.75,128.960007,129.160004,186000,129.160004
2/6/2015,129.770004,130.490005,129.369995,129.570007,379900,129.570007
2/5/2015,130.979996,131.919998,130.779999,131.740005,448000,131.740005
2/4/2015,132.199997,134.240005,132.199997,132.679993,471300,132.679993
2/3/2015,129.550003,131.169998,129.419998,131.100006,458000,131.100006
2/2/2015,130.100006,131.130005,129.710007,131.089996,280200,131.089996
1/30/2015,129.490005,129.979996,128.690002,128.850006,273900,128.850006
1/29/2015,131.479996,132.179993,130.940002,132.149994,411800,132.149994
1/28/2015,132.229996,132.419998,130.699997,130.949997,304100,130.949997
1/27/2015,131.130005,131.729996,130.880005,131.100006,301000,131.100006
1/26/2015,130.979996,132.309998,130.979996,131.860001,350600,131.860001
1/23/2015,130,130.210007,129.5,129.660004,292900,129.660004
1/22/2015,128.970001,130.229996,127.959999,129.860001,235500,129.860001
1/21/2015,128.360001,128.820007,128.009995,128.660004,606700,128.660004
1/20/2015,129.5,129.789993,128.759995,129.160004,436700,129.160004
1/16/2015,128.320007,129,128.050003,128.880005,441600,128.880005
1/15/2015,127.870003,128.369995,126.629997,126.779999,310400,126.779999
1/14/2015,125.419998,125.980003,124.629997,125.82,363800,125.82
1/13/2015,127.050003,127.870003,125.629997,126.410004,252900,126.410004
1/12/2015,126.5,127.739998,125.339996,126.040001,306700,126.040001
1/9/2015,127.769997,127.769997,125.980003,126.080002,150300,126.080002
1/8/2015,126.449997,127.699997,126.449997,127.580002,498800,127.580002
1/7/2015,125.519997,126.059998,125.059998,125.169998,385700,125.169998
1/6/2015,123.400002,123.720001,121.209999,122.099998,285600,122.099998
1/5/2015,124.440002,124.610001,123.050003,123.370003,240600,123.370003
1/2/2015,126.230003,126.639999,124.889999,125.669998,250000,125.669998
12/31/2014,125.599998,126.209999,125.400002,125.480003,151100,125.480003
12/30/2014,125.959999,126.07,125.330002,125.910004,169100,125.910004
12/29/2014,127.080002,127.599998,126.860001,127.370003,203600,127.370003
12/26/2014,127,128.289993,127,128.100006,160100,128.100006
12/24/2014,127.199997,127.330002,126.760002,126.760002,80000,126.760002
12/23/2014,126.739998,127.309998,126.559998,126.760002,188200,126.760002
12/22/2014,126.300003,126.889999,125.93,126.639999,598000,126.639999
12/19/2014,126.720001,127.459999,126.519997,127.010002,396700,127.010002
12/18/2014,124.129997,124.790001,123.82,124.739998,306700,124.739998
12/17/2014,122,123.629997,122,123.220001,338000,123.220001
12/16/2014,122.360001,123.480003,121.75,121.940002,543500,121.940002
12/15/2014,123.540001,123.809998,121.059998,121.550003,597000,121.550003
12/12/2014,125.660004,126.07,124.519997,124.540001,350100,124.540001
12/11/2014,126.550003,127.330002,125.870003,126.089996,251900,126.089996
12/10/2014,126.900002,126.910004,125.120003,125.489998,508800,125.489998
12/9/2014,127.849998,128.419998,126.82,128.360001,472100,128.360001
12/8/2014,129.039993,129.190002,128.25,128.419998,359500,128.419998
12/5/2014,128.860001,129.300003,128.470001,129.029999,423500,129.029999
12/4/2014,128.809998,128.809998,128.100006,128.600006,505100,128.600006
12/3/2014,127.5,127.889999,127.120003,127.709999,471300,127.709999
12/2/2014,126.559998,127.029999,126.32,126.57,493800,126.57
12/1/2014,124.660004,125.57,124.550003,124.940002,485800,124.940002
11/28/2014,122.910004,123.330002,122.440002,123.129997,234400,123.129997
11/26/2014,121.989998,122,121.410004,121.699997,291800,121.699997
11/25/2014,121.75,121.989998,121.739998,121.809998,190200,121.809998
11/24/2014,121.489998,121.739998,121.300003,121.459999,661000,121.459999
11/21/2014,120.610001,121.699997,120.610001,121.290001,920500,121.290001
11/20/2014,119.75,120.029999,119.510002,119.720001,163000,119.720001
11/19/2014,120.07,120.519997,119.459999,120.349998,389700,120.349998
11/18/2014,119.68,120.389999,119.57,120.07,332300,120.07
11/17/2014,118.5,119.139999,118.080002,118.589996,324100,118.589996
11/14/2014,119.580002,119.879997,119.230003,119.82,214200,119.82
11/13/2014,119.650002,120.370003,119.650002,119.82,269800,119.82
11/12/2014,118.739998,118.940002,118.110001,118.790001,252800,118.790001
11/11/2014,118.5,119.43,118.43,119.139999,526100,119.139999
11/10/2014,117.809998,118.290001,117.5,117.970001,429800,117.970001
11/7/2014,118.43,118.669998,117.68,118.669998,570800,118.669998
11/6/2014,119.519997,119.980003,119.019997,119.830002,435500,119.830002
11/5/2014,121.029999,121.75,120.410004,121.370003,394100,121.370003
11/4/2014,119.5,119.720001,118.309998,119.400002,569600,119.400002
11/3/2014,121.300003,122.029999,120.809998,122,856900,122
10/31/2014,119.050003,121.440002,118.5,121.349998,1280500,121.349998
10/30/2014,114.800003,116.300003,114.790001,115.860001,194900,115.860001
10/29/2014,116,116.650002,115.269997,115.809998,245800,115.809998
10/28/2014,114.650002,115.099998,114.110001,115.099998,389900,115.099998
10/27/2014,114.32,114.849998,113.860001,114.339996,198500,114.339996
10/24/2014,114.410004,114.650002,113.870003,114.510002,312500,114.510002
10/23/2014,113.25,114.150002,112.93,113.410004,408300,113.410004
10/22/2014,113.110001,113.419998,112.199997,112.269997,413600,112.269997
10/21/2014,112.360001,113.470001,112.129997,113.349998,665400,113.349998
10/20/2014,112.330002,113.5,112.300003,113.309998,408900,113.309998
10/17/2014,108.989998,110.389999,108.940002,109.790001,469100,109.790001
10/16/2014,108.989998,110.839996,108.620003,110.18,441700,110.18
10/15/2014,109.779999,110.379997,108.400002,110.059998,632600,110.059998
10/14/2014,111.940002,112.040001,111.260002,111.620003,759400,111.620003
10/13/2014,114.169998,114.669998,112.589996,112.669998,425700,112.669998
10/10/2014,115.010002,115.75,113.849998,113.970001,448400,113.970001
10/9/2014,116.209999,116.300003,114.239998,114.519997,371200,114.519997
10/8/2014,115.580002,116.349998,114.230003,116.260002,446000,116.260002
10/7/2014,117,117.139999,115.800003,115.82,398400,115.82
10/6/2014,116.610001,117.220001,116.410004,116.699997,339200,116.699997
10/3/2014,115.699997,116.309998,115.480003,116.160004,281500,116.160004
10/2/2014,115.019997,115.18,113.639999,114.480003,507300,114.480003
10/1/2014,117.940002,117.989998,116.459999,116.650002,676800,116.650002
9/30/2014,117.900002,118.110001,117.040001,117.529999,481100,117.529999
9/29/2014,118.07,118.150002,117.080002,117.519997,365700,117.519997
9/26/2014,118.239998,118.800003,118.110001,118.650002,271300,118.650002
9/25/2014,119.019997,119.43,117.779999,117.870003,437800,117.870003
9/24/2014,118.059998,118.910004,118.029999,118.849998,272900,118.849998
9/23/2014,118.980003,119,118.019997,118.25,314500,118.25
9/22/2014,119.110001,119.809998,118.910004,119.010002,409700,119.010002
9/19/2014,119.300003,119.400002,118.559998,118.760002,262100,118.760002
9/18/2014,118.82,119.5,118.739998,119.43,356500,119.43
9/17/2014,117.389999,117.940002,116.879997,117.349998,262800,117.349998
9/16/2014,117.239998,117.849998,117.019997,117.589996,320900,117.589996
9/15/2014,116.980003,117.279999,116.690002,117.160004,176700,117.160004
9/12/2014,117.379997,117.400002,116.830002,117.110001,233400,117.110001
